"Status","Pics","MLS #","Original Price","Price","Property Type","Structure Style","Address","Subdivsn or Commnty","Condo Complex","Condo Unit #","City","Area","BD","FB","HB","Lvg Area","ApxYrBlt","DOM","CDOM"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/386185/0/120/90/de8c09d466a2f7b05181b7d5e030ea92/7/2543e6bf92f7a914b540760b764bb66d/386185.JPG","386185","$393,104","$391,313","RD","Traditional","102 Preston Way","Raley Farms",,,"Gulf Shores","Gulf Shores 2","4","2","0","1835","2025","0","0"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/372245/0/120/90/4d96a36fecb2c53f8cb34365f33e598e/7/fca652fb270f6d8942430b2517a85fe3/372245.JPG","372245","$387,304","$391,554","RD","Traditional","174 Preston Way","Raley Farms",,,"Gulf Shores","Gulf Shores 2","4","2","0","1835","2025","74","74"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/376019/0/120/90/776bf34f22fe0e66147fa81a2c66e98c/7/aeedbd6307a599eab3bca349b15f80ce/376019.JPG","376019","$389,304","$391,854","RD","Traditional","158 Preston Way","Raley Farms",,,"Gulf Shores","Gulf Shores 2","4","2","0","1835","2025","4","4"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/364260/0/120/90/f2aa0b42812a249595f4b2cff63a1b3e/7/e7f8adbabadb9c8d5228d8bd1a6ee63f/364260-1c24ba87-db8e-46e4-923c-5727251613ee.JPG","364260","$410,000","$392,000","RD","Craftsman","3816 Borman Court","Aventura",,,"Gulf Shores","Gulf Shores 2","4","2","0","1948","2021","31","31"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/376412/0/120/90/46087f52a318bec76885ad261774de46/7/3b9ed1a805b2a414b43e6e302cc3f7d4/376412-65806234-2ae4-4576-9cc7-cc512f67f8e3.JPG","376412","$419,000","$394,900","RD","Contemporary","7074 Abigail Street","Raley Farms",,,"Gulf Shores","Gulf Shores 2","4","2","0","1997","2021","52","52"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/387834/0/120/90/0dabb6ae4ff745da8fe9d271f25f27c7/7/6246389ee63572b1374295065a479952/387834-f22f605f-56d2-4fc1-b311-e6e36f7e7530.JPG","387834","$410,000","$395,000","RD","Traditional","4519 Cotton Cove Drive","Perry's Landing",,,"Gulf Shores","Gulf Shores 2","3","2","1","2139","1997","35","35"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/372452/0/120/90/b8b88cc5fe1aad37ed5c69eafb31ba5b/7/71c151020e1fd9b0ae50388c89359840/372452-43f8dad5-94a1-4aad-85c2-09f86a02643b.JPG","372452","$400,000","$395,000","RD","Traditional","5897 Shady Woods Court","Woodland Point",,,"Gulf Shores","Gulf Shores 2","3","2","0","1723","2000","24","24"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/376854/0/120/90/bff14733977e1cf45b68977d94c4c285/7/acdd264eaa7fdcd01a5a0c37512c94dd/376854-3c43f468-fc11-4562-ba5a-8fbaf7a65d62.JPG","376854","$475,000","$395,000","RD","Creole","308 W 12th Avenue","Gulfwood Highlands",,,"Gulf Shores","Gulf Shores 1","3","2","1","2009","1987","127","127"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/371836/0/120/90/dcc60f0c4bd3cc2fdd4bf57ab2553c02/7/ea69ef77f7e47b5542935a641f7cf5e7/371836-e3659648-c540-4ef5-a8eb-866cbd984f16.JPG","371836","$415,000","$395,000","RD","Craftsman","4223 Montague Drive","The Village at Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1667","2023","118","118"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/358161/0/120/90/54fd19434fbf9a080be34318786daaf6/7/1bca64e5a763c00a4263819a15ae5610/358161-1b482e21-3617-4ebf-9580-7475a713bc7d.JPG","358161","$489,000","$395,000","RD","Traditional","20263 La Savane Drive","Savannah Point",,,"Gulf Shores","Gulf Shores 2","4","3","1","2543","2024","298","298"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/388171/0/120/90/a531f56d8d141ce146867116fc8b652e/7/afcfe7ccacd4ccb35d2ceebd13006d55/388171-11c6ec56-8dde-48a2-8be8-0198d7c5a2b7.JPG","388171","$399,000","$395,000","RD","Traditional","6121 Cobblestone Court","Andhurst Walk",,,"Gulf Shores","Gulf Shores 2","3","2","0","1865","2017","53","53"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/359798/0/120/90/ee1cf2fc40b16a4aea2b26af4afe8a6c/7/be44518f63f918470eec19ec4ed184dc/359798-52712058-0f8d-48e1-af1c-2048e9d50974.JPG","359798","$430,000","$395,000","RD","Craftsman","20309 La Savane Drive","Savannah Point",,,"Gulf Shores","Gulf Shores 2","3","2","1","1842","2022","60","60"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/358719/0/120/90/e788c75358657eb7f4665643668d2968/7/771f98caeb0ccf4cdaa9069e2cfa8ffa/358719-67e880fc-3ab0-4daf-8fa9-e05ca48a3e90.JPG","358719","$395,000","$395,000","RD","Ranch","2178 Garden Park Terrace","Garden Park Estate",,,"Gulf Shores","Gulf Shores 1","4","3","0","2202","1994","5","5"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/356617/0/120/90/a46535b52899fbf7b72d97581821234b/7/739cf7783601d0b67d1ee3103130f1c0/356617.JPG","356617","$423,000","$396,000","RD","Traditional","3822 Borman Loop","Aventura",,,"Gulf Shores","Gulf Shores 2","5","3","0","2190","2021","123","123"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/377117/0/120/90/05a8b3ae0a8fdde0ecc8fcfc61b5f644/7/5128e0d6c4cc3cab9c6c248ffb947740/377117-620343ec-16f7-48ee-9173-40bc0bcda88c.JPG","377117","$419,000","$396,000","RD","Cottage","19040 Pine Acres Road","Taylors Riverview",,,"Gulf Shores","Gulf Shores 2","4","3","0","2172","1978","7","7"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/387022/0/120/90/0ab541d1b2fac8a0ae9c4837e6d54c63/7/1af9abd9aaa1876b59a05ec48f867e89/387022-37e1e809-814f-4d5d-99aa-64a01e4596ae.JPG","387022","$393,104","$396,104","RD","Traditional","110 Preston Way","Raley Farms",,,"Gulf Shores","Gulf Shores 2","4","2","0","1835","2025","17","17"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/360175/0/120/90/ddb5f8137d179366477e0d4036fb6763/7/fd22127efebf07151a6e4732208c0e59/360175-71499451-91be-4a2e-829d-c698c6bc722f.JPG","360175","$419,000","$399,000","RD","Traditional","517 W Canal Drive","Fairway Estates",,,"Gulf Shores","Gulf Shores 1","3","2","0","1720","1994","32","32"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/391674/0/120/90/929fd3ef68fbacf700168d4126996129/7/1fa9a30e3d211356e87e29d58889c8a6/391674-07c2682c-7db1-4dd6-87ee-7f7cf0359fb2.JPG","391674","$399,000","$399,000","RD","Condo","5781 State Highway 180",,"The Rookery III","7029","Gulf Shores","Fort Morgan","3","2","0","1288","2017","5","5"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/385446/0/120/90/b4f8ec20e5cf1f56812e961fb39984ce/7/b434997c5c93b449c6614e6d7fb528e7/385446-c5b646a8-7ba7-4a8a-89db-90de6413e16c.JPG","385446","$419,000","$399,000","RD","Traditional","1316 W Fairway Drive","Gulf Shores Golf Club Estates",,,"Gulf Shores","Gulf Shores 1","3","2","1","1928","1977","49","49"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/380342/0/120/90/9ac0f1e582b16ad0596414765de64398/7/88b72ec3d2e16451af33f24d1911beeb/380342-996c6e75-429d-4af8-ae98-bfa15cd50750.JPG","380342","$465,000","$399,999","RD","Contemporary","347 Thornhill Circle","Andhurst Walk",,,"Gulf Shores","Gulf Shores 2","3","2","0","2333","2015","91","91"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/389597/0/120/90/e23ef335d46e6d5ce521a5d1c3f5a228/7/bb964baaa232aeb7bf3559cbd6116da7/389597-01ac794e-4171-497e-ac11-696575ac53ac.JPG","389597","$450,000","$400,000","RD","Traditional","6006 Andhurst Drive","Andhurst Walk",,,"Gulf Shores","Gulf Shores 2","5","3","0","2496","2015","43","43"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/382924/0/120/90/22afb64de858209533899888a3828575/7/819aa33c5e5081003c8af4e1ca302425/382924-0c7a6433-c2e3-438a-99d6-c16bebbd858f.JPG","382924","$434,500","$400,000","RD","Patio Home","383 Gemini Street","Aventura",,,"Gulf Shores","Gulf Shores 1","4","2","0","1768","2022","90","90"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/384645/0/120/90/9c2612e54864e76de8669646bc87946e/7/79f048ed6a1d127125ff6008a663c1de/384645-1debceaa-3d3d-4697-97c6-7dc748acd962.JPG","384645","$520,000","$400,000","RD","Creole","533 Wedgewood Drive","Fairway Estates",,,"Gulf Shores","Gulf Shores 1","3","2","1","2834","1985","170","170"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/390987/0/120/90/d1e30e44a3b457c336789d790f5ddaf7/7/e0e8bf52ebf9592a05f99f21fbd2425c/390987-782f8adb-7a45-40ea-b3a3-f481910487c3.JPG","390987","$425,000","$400,000","RD","Craftsman","387 Landward Drive","Aventura",,,"Gulf Shores","Gulf Shores 2","3","2","0","1706","2022","55","55"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/355734/0/120/90/8f25c9d210fe99ad7146c6d6e6436a64/7/2610f1a6394b5b1017624fe8252043ba/355734-34.JPG","355734","$425,000","$400,000","RD","Raised Beach","1028 W Beach Boulevard",,"Gulf Village","7","Gulf Shores","Gulf Shores 1","2","1","0","650","1982","65","65"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/373112/0/120/90/a24b03bfff7d810bcfae8878ae29a783/7/531bc2bfb17563665099e60c50bb80eb/373112-35f2c129-a356-4923-9882-6884daf46cb7.JPG","373112","$430,000","$400,000","RD","Ranch","633 Saint Andrews Drive","Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1800","1991","67","408"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/381841/0/120/90/668efd2a3f86784868ef507aebb1625d/7/c8c8446f9e538f1350bf8add7fb46255/381841-441917d2-d661-45c1-8f9f-5c87c7ce45f3.JPG","381841","$410,000","$400,000","RD","Condo","700 W Beach Boulevard",,"The Sands","118","Gulf Shores","Gulf Shores 1","3","2","0","1054","1980","6","6"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/381955/0/120/90/49247696ec8ff5b7c2ac8450a5111e63/7/f5c2c41f442f688363843f14c4f696d6/381955-7E4164DA-3C50-4237-81E9-0FC66DEEEF33.JPG","381955","$448,000","$400,000","RD","Cottage","710 Gulf Way Drive","Surfside Shores",,,"Gulf Shores","Fort Morgan","2","1","0","900","1974","89","196"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/379122/0/120/90/5a5fdb984e632114a6058f3baad34994/7/0701e4c65d99c59e257ff7458e3cedf3/379122-b99fdc2f-bee4-488d-b35c-be2d10322d78.JPG","379122","$407,000","$400,500","RD","Craftsman","395 Gemini Street","Aventura",,,"Gulf Shores","Gulf Shores 2","4","2","0","1856","2022","98","98"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/371835/0/120/90/5f73c6bd6480afcab9842d2635f01965/7/4f347374474af98a94d8c0985b720864/371835-a670b81f-e7f5-4387-9346-ae136ed2d253.JPG","371835","$425,000","$405,000","RD","Single Story","4175 Cartgate Drive","The Village at Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1672","2022","126","126"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/365410/0/120/90/3f92fe73191ae89f52f34484c465167d/7/82f8c00755d8d96ea6f09356db65c7ce/365410-2e6788d3-bf11-490b-9d20-c23860992069.JPG","365410","$424,999","$405,000","RD","Craftsman","4107 Montague Drive","The Village at Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1672","2023","173","173"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/371163/0/120/90/b5214820ea936513ea749a867cd2cded/7/48dfb702c8fa1f35943c390dfabe4e6e/371163-e2a80f66-184f-471d-8f76-ea9b868ab2cf.JPG","371163","$530,000","$405,000","RD","Raised Beach","2514 Muscogee Road","Fort Morgan Pines",,,"Gulf Shores","Fort Morgan","3","3","0","1200","1970","73","73"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/375145/0/120/90/8ae81ae8a9a43d62e8a10fc2657c07d0/7/2f23e433fa10c07cd1a814952321ea7e/375145-be764877-eb7f-473c-a617-7ad0ecdcdfb5.JPG","375145","$425,000","$405,000","RD","Single Story","1353 W Fairway Drive","Gulf Shores Golf Club Estates",,,"Gulf Shores","Gulf Shores 1","3","2","0","1598","1976","6","6"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/394930/0/120/90/35e9ad624a7daddbeffe76e788bcefe9/7/708085011102091644dcf304f1863f3b/394930-115ce84b-4b9c-4121-adde-345a9ed979a2.JPG","394930","$405,000","$405,000","RD","Raised Beach","12475 State Highway 180",,"Bay Gardens","24","Gulf Shores","Fort Morgan","3","2","0","1668","1996","0","0"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/391243/0/120/90/5c268e9435ffeaad3f69036420c1d952/7/93987bc2025996cf108f08260fba0d8d/391243-acfb5fd7-870f-438c-b9e9-368a057ccec8.JPG","391243","$425,000","$405,000","RD","Ranch","1483 W Fairway Drive","Island Wood",,,"Gulf Shores","Gulf Shores 1","4","2","0","1903","2006","25","25"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/377264/0/120/90/800db7b350203cba1b53bafb50e88d83/7/e15e105c008a66f3e82eaaa00439213a/377264-75f50ee9-17ad-43c3-9f41-4ff804b390cb.JPG","377264","$415,000","$405,000","RD","Craftsman","4278 Cartgate Drive","The Village at Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1563","2022","75","75"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/371746/0/120/90/2bf31bcc0480d1b0c99d9fc9ef0ffc1a/7/01ded02d3b76529fc4040d8c861eefad/371746-58b00991-e7e3-46ee-8115-2e9593056237.JPG","371746","$444,500","$405,000","RD","Cottage","4207 Montague Drive","The Village at Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1667","2023","42","42"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/368795/0/120/90/8968d9fe38e0310e46d912262456775c/7/69e9a78877590090393fb97acb257347/368795-23cdb3ef-aacc-40f0-875a-2c94e557c9a9.JPG","368795","$495,000","$405,000","RD","Traditional","614 Saint Andrews Drive","Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1762","2005","188","238"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/341551/0/120/90/1b055e75ac0f25328b33c272e4d3678e/7/8c3afd67bac8be94b2ee55bdfe4928f2/341551.JPG","341551","$527,000","$406,000","RD","Patio Home","16 Marsh Point","The Peninsula",,,"Gulf Shores","Gulf Shores 1","3","2","1","2135","2003","182","182"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/357816/0/120/90/0803b4c5f200263a69e7a89044d1117e/7/509438e46ee3f86f4a22c356cea674e4/357816-d8f6b657-67a3-43a1-bec6-e2da7b2a9a65.JPG","357816","$429,000","$407,000","RD","Craftsman","4267 Montague Drive","The Village at Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1672","2024","46","46"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/370641/0/120/90/77b97a37368cbecd89e7d08cd2b68688/7/ce9c0722bff7550bfb2b47ab9249dd44/370641-8be7a499-8eaa-494b-b3e2-2e65e032e603.JPG","370641","$429,000","$407,000","RD","Craftsman","391 Preston Way","Raley Farms",,,"Gulf Shores","Gulf Shores 2","4","2","0","2289","2023","82","82"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/364899/0/120/90/dbd325a08a75f53f6967dc7a5e6354f5/7/528e52cc1a9732ddb9bae0bc810651f6/364899-8e99d5cf-43a9-4df8-a4a2-00fc18e98f78.JPG","364899","$424,000","$409,000","RD","Traditional","7087 Abigail Street","Raley Farms",,,"Gulf Shores","Gulf Shores 2","4","2","0","2107","2022","159","159"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/362464/0/120/90/9fb396272ac35bafe3c717f6b2dc48e9/7/e579091908c12b3ee1e491514b104107/362464-9abe4f55-1330-43c4-982b-52f0e7d8d1d8.JPG","362464","$415,000","$409,000","RD","Craftsman","361 Thornhill Drive","Andhurst Walk",,,"Gulf Shores","Gulf Shores 2","3","2","0","2089","2017","43","43"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/358794/0/120/90/29e38b874b41a754cff1ea537c4f9ff7/7/19a74c5a829e10f189ad4f39f5493749/358794-ee2da8da-9fd6-41e2-95af-5201bf33376b.JPG","358794","$449,000","$410,000","RD","Raised Beach","2500 Muscogee Road","Fort Morgan Pines",,,"Gulf Shores","Fort Morgan","3","2","1","1265","1992","46","46"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/365493/0/120/90/f4320519a6903f50be57d015b4351a44/7/50a95461e23fd8e7c3af3dbe829fa43d/365493-4c576de1-fc53-4cf9-8c73-b54a4fd76fe3.JPG","365493","$459,000","$410,000","RD","Ranch","473 W 22nd Avenue","Forest Wood Estates",,,"Gulf Shores","Gulf Shores 1","3","2","0","2204","1990","318","318"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/370657/0/120/90/c96dc42315b94c2124a4829ef665a8db/7/b47ccdcaa62d711848b1c386722380c8/370657-cc805c55-76a8-4c13-8957-9e46f7dfe0f9.JPG","370657","$449,900","$410,000","RD","Traditional","2179 Garden Park Terrace","Garden Park Estate",,,"Gulf Shores","Gulf Shores 1","3","2","0","1937","2022","126","126"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/359796/0/120/90/62bb204f41d54c468fdbaaccd7d4c50b/7/5250cd4e98b5e2475e494476469662e5/359796-0727cc62-d2da-4283-94df-8c027d5c2b54.JPG","359796","$464,000","$411,000","RD","Craftsman","20293 La Savane Drive","Savannah Point",,,"Gulf Shores","Gulf Shores 2","3","2","1","2001","2022","70","70"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/357434/0/120/90/5d4b7bb50d780d8f0d905b9d2fd80835/7/eb9fc166af64e3c8b1bf42a1a212a3bb/357434-f4bf427a-ce84-488c-8f35-0180260ec747.JPG","357434","$449,999","$412,000","RD","Cottage","5781 State Highway 180",,"The Rookery III","7001","Gulf Shores","Gulf Shores 1","3","2","0","1290","2021","230","230"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/371428/0/120/90/99162b1b5ec921a5f7e534479c21f454/7/45f230085d352c8554181eb0c3d7d339/371428-614CEBC1-5CA1-420C-9B2E-924EC284738D.JPG","371428","$449,000","$415,000","RD","Cottage","2581 Muscogee Road","Fort Morgan Pines",,,"Gulf Shores","Fort Morgan","2","1","0","864","1980","4","242"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/390682/0/120/90/1c39d0fe30ba41f99a9d0cdd7ea8f25c/7/8ad2f57a431b6e938e3d548a24c4aa48/390682-c5b6968d-cf16-46af-bf35-c389a0af66fc.JPG","390682","$429,900","$415,000","RD","Cottage","4227 Montague Drive","The Village at Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1884","2023","68","68"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/376536/0/120/90/e111abefa990aa6b7d4701dd5d14738f/7/47fb064b470a35fd13d4b8bc05deac07/376536-72faf59d-bef4-4c58-b15f-c99df52c1088.JPG","376536","$440,000","$415,000","RD","Ranch","440 W 23rd Avenue","Cypress Park",,,"Gulf Shores","Gulf Shores 1","3","2","0","1950","1972","121","121"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/371986/0/120/90/bf0f9fb4396889d3fd70749c10954ce5/7/e8575386522b052d64e60dfdd0110fae/371986-e86bb662-b395-4422-835d-f41bd43cab02.JPG","371986","$425,000","$415,000","RD","Creole","520 Wedgewood Drive","Fairway Estates",,,"Gulf Shores","Gulf Shores 1","3","2","0","2028","1984","19","19"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/369343/0/120/90/709e111f5d7cab74de1b3a890051eb33/7/b3f80b0ff7bae625c9cfb8a081c25d26/369343-ff329abe-2e9b-4b12-a702-016db5d0a35d.JPG","369343","$415,000","$415,000","RD","Craftsman","7109 Marble Court","Stonehaven",,,"Gulf Shores","Gulf Shores 1","4","3","0","2117","2023","3","3"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/377944/0/120/90/1e3ae7f379f1059d9371950a279dbcd7/7/0d136fb65972655a67b8b054e4434995/377944-f3efceca-d2ff-4725-bd82-e0a1fc83bbb4.JPG","377944","$479,000","$415,000","RD","Spanish","1404 Briarwood Drive","Gulf Shores Golf Club",,,"Gulf Shores","Gulf Shores 1","3","2","0","1868","1998","294","294"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/363288/0/120/90/28af871541800168e60ff90698b9c835/7/0d0e19bc74c7168380347b9872e370a2/363288-6a85790f-93f8-435e-b90e-66a3a6cf66e7.JPG","363288","$429,900","$416,000","RD","Traditional","4246 Cartgate Drive","The Village at Craft Farms",,,"Gulf Shores","Gulf Shores 2","3","2","0","1667","2022","99","99"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/353882/0/120/90/920d63797c7a72989bcbca4817888881/7/d60ad1464c30b3035156033eee8f1a47/353882.JPG","353882","$419,900","$416,900","RD","Traditional","1448 W Fairway Drive","Island Wood",,,"Gulf Shores","Gulf Shores 1","4","2","0","1903","2006","109","109"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/358493/0/120/90/0e0b67c0168a31e3d229bbe07da5fe45/7/ca566d9191879a1698da0e7e085e8534/358493-ac59d78a-9922-4789-8fa2-255a490b8dbe.JPG","358493","$424,000","$419,000","RD","Cottage","5781 State Highway 180",,"The Rookery III","6009","Gulf Shores","Fort Morgan","3","2","0","1290","2016","69","69"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/371871/0/120/90/a0ac17f1d33de8549ca409cfc29d1276/7/6e437800feac7ba7f28097d1106238ed/371871-853767ae-aad1-4349-b20a-1ec6aa8fd8ac.JPG","371871","$406,500","$419,000","RD","Traditional","379 Gemini Street","Aventura",,,"Gulf Shores","Gulf Shores 2","4","2","0","1768","2022","44","44"
"CL","https://zimg.paragon.ice.com/ParagonImages/Property/PG/BCAR/368578/0/120/90/80e8a18af50f477b434e190869c3fd8f/7/f460aa5246c3aa415803b427ce9fc6b2/368578.JPG","368578","$460,000","$420,000","RD","Traditional","17044 Brigadoon Trail","Brigadoon Pines",,,"Gulf Shores","Gulf Shores 1","4","3","0","1809","1997","396","396"
